ID,bw,SEX,al,bl,cl,ch
SS1442,54.3,0,116.9,207.59,63.52,38
SS1443,59.4,0,122.38,212.3,63.58,36.92
SS1444,59.6,1,123.75,224.23,64.66,37.05
SS1445,46.3,1,109.44,196.35,60.77,37.73
SS1446,42.3,1,109.95,193.38,57.45,32.97
SS1447,40,0,109.31,191.56,56.32,31.34
SS1448,52.8,1,121.75,205.96,59.91,34.67
SS1449,65.5,0,129.08,221.34,62.3,34.8
SS144,60.8,1,118.42,212.13,65.1,36.41
SS1450,48,1,109.77,199.02,62.63,37.07
SS1451,43.8,1,110.26,192.91,56.29,36.2
SS1452,57.3,1,124.09,219.67,65.79,39.54
SS1453,39,1,112.33,191.07,53.87,29.83
SS1454,39,1,112.59,193.63,54.26,29.13
SS1455,46,1,106.77,189.39,56.82,35.43
SS1456,41.8,1,101.85,179.01,54.99,34
SS1457,48.3,1,118.36,197.48,54,33.27
SS1458,53.6,1,121.38,210.32,60.39,32.93
SS1459,43.8,1,110.04,188.89,53.87,32.1
SS145,44.9,1,106.28,180.62,47.94,31.92
SS1460,48.8,1,110.39,197.07,59.28,33.05
SS1461,43.2,1,104.5,184.86,54.15,34.95
SS1462,39,1,108.95,189.19,53.53,30.1
SS1463,41.1,1,109.85,188.75,53.98,31.75
SS1464,48.3,0,112.54,190.27,51.29,34.59
SS1465,40.3,0,106.69,185.32,54.38,34.67
SS1466,53,1,121.58,216.08,63.65,36.47
SS1467,51.6,1,115.27,206.8,63.72,39.01
SS1468,45.3,1,114.2,195.99,56.1,31.57
SS1469,39.2,1,107.96,183.03,53.39,30.04
SS146,63.1,1,123.82,217.17,64.66,36.62
SS1470,41.1,0,107.63,173.31,44.42,29.87
SS1471,65.9,1,131.48,222.82,62.17,37
SS1472,42.3,1,110.79,198.74,60.26,32
SS1473,52.4,1,114.48,197.81,58.22,34.91
SS1474,41.3,1,122.29,201.52,54.96,34.41
SS1475,47.9,1,114.89,191.03,50.58,35.74
SS1476,38.1,1,109.79,188.36,52.61,33.47
SS1477,44.5,1,112.92,195.96,56.25,35.01
SS1478,55,1,121.12,208.96,60.91,38.67
SS1479,31.3,0,100.49,167.49,44.76,30.5
SS147,63.9,1,123.51,209.39,55.67,34.29
SS1480,39.6,1,109.12,182.2,48.73,31.44
SS1481,69.7,0,127.75,226.57,69.99,40.28
SS1482,46.2,1,115.22,203.14,59.73,30.49
SS1483,44.9,1,113.36,197.59,57.38,32.9
SS1484,43.2,1,102.57,179.97,51.14,31.87
SS1485,58.1,1,128.44,229.27,69.91,38.36
SS1486,43.6,0,110.57,193.12,56.13,30.87
SS1487,46.9,1,110.76,190.81,52.64,32.43
SS1488,42.6,1,115.86,201.41,58.28,35.28
SS1489,49.1,1,116.99,200.43,58.57,34.59
SS148,62.1,1,121.51,207.88,59.61,34.73
SS1490,36.9,0,103.72,174.89,49.51,28.01
SS1491,62,0,124.98,217.45,63.44,36.14
SS1492,42.2,1,114.08,191.16,51.3,31.84
SS1493,43.5,0,108.8,190.13,56.81,29.35
SS1494,48.4,1,117.5,200.13,56.53,36.36
SS1495,49.8,1,119.03,200.66,56.81,35.46
SS1496,47.8,1,120.77,206.17,56.67,35.35
SS1497,40.4,1,107.35,185.64,55.8,32.22
SS1498,46.5,1,119.72,204.17,57.03,33.44
SS1499,48.9,1,122.07,205.34,56.9,34.34
SS149,56.8,1,110.13,197.99,56.96,34.64
SS14,54.5,1,135.4,210.2,50.55,48.91
SS1500,48,0,104.94,188.56,57.01,37.05
SS1501,53.6,0,125.56,209.72,57.76,36.06
SS1502,60.3,0,125.66,221.85,67.44,36.08
SS1503,43.7,0,111.97,194.13,56.52,36.47
SS1504,36,1,112.2,187.46,49.57,32.29
SS1505,59.5,0,124.46,215.57,66.44,34.61
SS1506,46.9,1,114.87,195.77,54.2,34.89
SS1507,41.7,0,107.66,189.22,54.57,34.63
SS1508,42.7,1,117.82,200.68,54.38,31.8
SS1509,45.1,1,105.83,195.72,62.49,37.15
SS1510,44.9,1,110.79,199.02,60.25,34.95
SS1511,44.2,1,108.24,189.94,53.94,34.13
SS1512,48.6,1,119.54,207.24,60.46,39.43
SS1513,44.8,1,114.85,195.39,54.44,34.8
SS1514,44.5,1,116.79,200.56,55.97,32.1
SS1515,50.9,1,117.04,201.56,60.52,40.15
SS1516,34.9,0,105.15,173.8,44.79,28.31
SS1517,37.5,1,104.02,183.78,54.37,30.51
SS1518,58,0,123.55,211.24,59.46,35.53
SS1519,55.2,0,117.52,206.36,64.23,35.42
SS151,72.4,1,126.3,218.54,57.85,38.93
SS1520,55.3,0,118.9,207.18,60.81,33.47
SS1521,54.3,1,122.93,207.99,62.82,34.09
SS1522,42.1,1,111.82,192.88,54.27,31.35
SS1523,50.1,1,117.25,205.3,59.25,33.93
SS1524,43.5,1,108.59,187.6,54.46,31.28
SS1525,40.9,1,112.89,189.76,52.92,31.76
SS1526,47.7,1,116.65,197.31,53.64,32.19
SS1527,53.6,0,120.31,205.48,60.31,30.62
SS1528,51.7,0,114.45,204.57,63,33.67
SS1529,40.9,1,112.82,193.42,51.04,30.72
SS152,47,1,115.53,187.58,44.53,31.06
SS1530,55.1,1,112.1,201.52,63.54,39.05
SS1531,52.2,0,117.3,189.57,50.66,34
SS1532,43.3,1,103.52,187.28,58.11,35.31
SS1533,49.4,1,116.95,207.41,61.45,40.97
SS1534,38.1,0,107.56,189.7,53.88,29.87
SS1535,58.3,0,116.49,202.37,59.59,36.09
SS1536,57.9,1,112.45,201.12,62,38.18
